activity_ts,activity_type,active_Kcal,step_count,distance_m,duration_s,active_time_s,start_time_s,start_time_offset_s,met,intensity,motion_intensity_mean,motion_intensity_max
06/11/2023 07:30,WALKING,28,393,283.31,900,540,1699255800,0,3.738386,ACTIVE,2.3,3
06/11/2023 07:30,GENERIC,13,0,0,900,0,1699255800,0,1,SEDENTARY,0,7
06/11/2023 07:45,WALKING,2,60,43.26,900,60,1699256700,0,2.7603912,ACTIVE,5,5
06/11/2023 07:45,GENERIC,6,0,0,900,0,1699256700,0,1,SEDENTARY,0,4
06/11/2023 07:45,SEDENTARY,0,0,0,900,840,1699256700,0,1,SEDENTARY,0,4
06/11/2023 08:00,WALKING,15,375,270.33,900,360,1699257600,0,3.2004888,ACTIVE,2,2
06/11/2023 08:00,GENERIC,8,0,0,900,0,1699257600,0,1,SEDENTARY,0,3
06/11/2023 08:00,SEDENTARY,0,0,0,900,540,1699257600,0,1,SEDENTARY,0,2
06/11/2023 08:15,WALKING,15,602,433.99,900,420,1699258500,0,2.8861334,ACTIVE,2,2
06/11/2023 08:15,SEDENTARY,0,0,0,900,480,1699258500,0,1,SEDENTARY,0,2
06/11/2023 08:30,WALKING,31,573,413.07,900,720,1699259400,0,3.2738385,ACTIVE,2.2,3
06/11/2023 08:30,GENERIC,7,0,0,900,0,1699259400,0,1,SEDENTARY,0,6
06/11/2023 08:45,WALKING,9,173,124.72,900,240,1699260300,0,2.9804401,ACTIVE,3,3
06/11/2023 08:45,GENERIC,13,0,0,900,0,1699260300,0,1,SEDENTARY,0,5
06/11/2023 08:45,SEDENTARY,0,0,0,900,660,1699260300,0,1,SEDENTARY,0,3
06/11/2023 09:00,GENERIC,7,0,0,900,0,1699261200,0,1,SEDENTARY,0,5
06/11/2023 09:00,SEDENTARY,0,0,0,900,900,1699261200,0,1,SEDENTARY,0,4
06/11/2023 09:15,GENERIC,16,0,0,900,0,1699262100,0,1,SEDENTARY,0,4
06/11/2023 09:15,SEDENTARY,0,0,0,900,900,1699262100,0,1,SEDENTARY,0,4
06/11/2023 09:30,GENERIC,18,0,0,900,0,1699263000,0,1,SEDENTARY,0,3
06/11/2023 09:30,SEDENTARY,0,0,0,900,900,1699263000,0,1,SEDENTARY,0,3
06/11/2023 09:45,WALKING,25,289,208.34,900,420,1699263900,0,4.1435556,ACTIVE,2,2
06/11/2023 09:45,GENERIC,6,0,0,900,0,1699263900,0,1,SEDENTARY,0,5
06/11/2023 09:45,SEDENTARY,0,0,0,900,480,1699263900,0,1,SEDENTARY,0,3
06/11/2023 10:00,GENERIC,3,0,0,900,0,1699264800,0,1,SEDENTARY,0,5
06/11/2023 10:00,SEDENTARY,0,0,0,900,900,1699264800,0,1,SEDENTARY,0,4
06/11/2023 10:15,SEDENTARY,0,0,0,900,900,1699265700,0,1,SEDENTARY,0,3
06/11/2023 10:30,GENERIC,11,0,0,900,0,1699266600,0,1,SEDENTARY,0,4
06/11/2023 10:30,SEDENTARY,0,0,0,900,900,1699266600,0,1,SEDENTARY,0,4
06/11/2023 10:45,WALKING,17,191,137.69,900,300,1699267500,0,3.992665,ACTIVE,2,2
06/11/2023 10:45,GENERIC,1,0,0,900,0,1699267500,0,1,SEDENTARY,0,4
06/11/2023 10:45,SEDENTARY,0,0,0,900,600,1699267500,0,1,SEDENTARY,0,6
06/11/2023 11:00,SEDENTARY,0,0,0,900,900,1699268400,0,1,SEDENTARY,0,2
06/11/2023 11:15,SEDENTARY,0,0,0,900,900,1699269300,0,1,SEDENTARY,0,4
06/11/2023 11:30,SEDENTARY,0,0,0,900,900,1699270200,0,1,SEDENTARY,0,3
06/11/2023 11:45,SEDENTARY,0,0,0,900,900,1699271100,0,1,SEDENTARY,0,3
06/11/2023 12:00,SEDENTARY,0,0,0,900,900,1699272000,0,1,SEDENTARY,0,4
06/11/2023 12:15,SEDENTARY,0,0,0,900,900,1699272900,0,1,SEDENTARY,0,3
06/11/2023 12:30,SEDENTARY,0,0,0,900,900,1699273800,0,1,SEDENTARY,0,4
06/11/2023 12:45,WALKING,39,930,670.44,900,660,1699274700,0,4.1206937,ACTIVE,2,2
06/11/2023 12:45,GENERIC,4,0,0,900,0,1699274700,0,1,SEDENTARY,0,5
06/11/2023 12:45,SEDENTARY,0,0,0,900,240,1699274700,0,1,SEDENTARY,0,5
06/11/2023 13:00,WALKING,32,940,677.64,900,780,1699275600,0,3.1666353,ACTIVE,2,2
06/11/2023 13:00,GENERIC,3,0,0,900,0,1699275600,0,1,SEDENTARY,0,5
06/11/2023 13:15,SEDENTARY,0,0,0,900,900,1699276500,0,1,SEDENTARY,0,3
06/11/2023 13:30,WALKING,1,9,6.49,900,60,1699277400,0,1.8801957,ACTIVE,2,2
06/11/2023 13:30,GENERIC,2,0,0,900,0,1699277400,0,1,SEDENTARY,0,4
06/11/2023 13:30,SEDENTARY,0,0,0,900,840,1699277400,0,1,SEDENTARY,0,4
06/11/2023 13:45,SEDENTARY,0,0,0,900,900,1699278300,0,1,SEDENTARY,0,3
06/11/2023 14:00,SEDENTARY,0,0,0,900,900,1699279200,0,1,SEDENTARY,0,3
06/11/2023 14:15,SEDENTARY,0,0,0,900,900,1699280100,0,1,SEDENTARY,0,3
06/11/2023 14:30,WALKING,9,188,135.53,900,180,1699281000,0,3.6405866,ACTIVE,1.3,2
06/11/2023 14:30,GENERIC,7,0,0,900,0,1699281000,0,1,SEDENTARY,0,5
06/11/2023 14:30,SEDENTARY,0,0,0,900,720,1699281000,0,1,SEDENTARY,0,4
06/11/2023 14:45,WALKING,1,31,22.35,900,30,1699281900,0,2.7603912,ACTIVE,2,2
06/11/2023 14:45,SEDENTARY,0,0,0,900,870,1699281900,0,1,SEDENTARY,0,3
06/11/2023 15:00,WALKING,2,37,26.67,900,75,1699282800,0,2.408313,ACTIVE,1.4,2
06/11/2023 15:00,SEDENTARY,1,0,0,900,825,1699282800,0,1.0640143,SEDENTARY,0,4
06/11/2023 15:15,WALKING,2,11,7.93,900,60,1699283700,0,2.7603912,ACTIVE,1,1
06/11/2023 15:15,GENERIC,3,0,0,900,0,1699283700,0,1,SEDENTARY,0,4
06/11/2023 15:15,SEDENTARY,2,0,0,900,840,1699283700,0,1.1257422,SEDENTARY,0,4
06/11/2023 15:30,GENERIC,2,0,0,900,0,1699284600,0,1,SEDENTARY,0,4
06/11/2023 15:30,SEDENTARY,0,0,0,900,900,1699284600,0,1,SEDENTARY,0,4
06/11/2023 15:45,WALKING,8,181,130.48,900,170,1699285500,0,3.485258,ACTIVE,1.4,2
06/11/2023 15:45,GENERIC,3,0,0,900,0,1699285500,0,1,SEDENTARY,0,6
06/11/2023 15:45,SEDENTARY,1,0,0,900,730,1699285500,0,1.0723449,SEDENTARY,0,4
06/11/2023 16:00,WALKING,7,239,172.3,900,205,1699286400,0,2.8033276,ACTIVE,1,1
06/11/2023 16:00,SEDENTARY,1,0,0,900,695,1699286400,0,1.075988,SEDENTARY,0,3
06/11/2023 16:15,SEDENTARY,0,0,0,900,900,1699287300,0,1,SEDENTARY,0,4
06/11/2023 16:30,WALKING,12,269,193.92,900,290,1699288200,0,3.185313,ACTIVE,1,1
06/11/2023 16:30,SEDENTARY,1,0,0,900,610,1699288200,0,1.0865766,SEDENTARY,0,3
06/11/2023 16:45,WALKING,3,147,105.97,900,90,1699289100,0,2.760391,ACTIVE,2,2
06/11/2023 16:45,SEDENTARY,0,0,0,900,810,1699289100,0,1,SEDENTARY,0,3
06/11/2023 17:00,WALKING,20,421,303.5,900,475,1699290000,0,3.223652,ACTIVE,2,3
06/11/2023 17:00,GENERIC,12,0,0,900,0,1699290000,0,1,SEDENTARY,0,6
06/11/2023 17:00,SEDENTARY,0,0,0,900,425,1699290000,0,1,SEDENTARY,0,5
06/11/2023 17:15,WALKING,15,524,377.75,900,300,1699290900,0,3.6405869,ACTIVE,2,2
06/11/2023 17:15,GENERIC,1,0,0,900,0,1699290900,0,1,SEDENTARY,0,3
06/11/2023 17:15,SEDENTARY,0,0,0,900,600,1699290900,0,1,SEDENTARY,0,3
06/11/2023 17:30,WALKING,9,272,196.09,900,180,1699291800,0,3.6405866,ACTIVE,3,3
06/11/2023 17:30,GENERIC,11,0,0,900,0,1699291800,0,1,SEDENTARY,0,5
06/11/2023 17:30,SEDENTARY,0,0,0,900,720,1699291800,0,1,SEDENTARY,0,2
06/11/2023 17:45,WALKING,6,239,172.29,900,180,1699292700,0,2.760391,ACTIVE,3,3
06/11/2023 17:45,GENERIC,1,0,0,900,0,1699292700,0,1,SEDENTARY,0,2
06/11/2023 17:45,SEDENTARY,0,0,0,900,720,1699292700,0,1,SEDENTARY,0,3
06/11/2023 18:00,WALKING,60,1123,809.57,900,840,1699293600,0,4.772267,ACTIVE,2,2
06/11/2023 18:00,SEDENTARY,0,0,0,900,60,1699293600,0,1,SEDENTARY,0,0
06/11/2023 18:15,WALKING,33,479,345.31,900,540,1699294500,0,4.2273836,ACTIVE,2.2,3
06/11/2023 18:15,GENERIC,1,0,0,900,0,1699294500,0,1,SEDENTARY,0,4
06/11/2023 18:15,SEDENTARY,0,0,0,900,360,1699294500,0,1,SEDENTARY,0,5
06/11/2023 18:30,WALKING,0,27,19.47,900,120,1699295400,0,1,ACTIVE,2.5,4
06/11/2023 18:30,SEDENTARY,0,0,0,900,780,1699295400,0,1,SEDENTARY,0,5
06/11/2023 18:45,SEDENTARY,0,0,0,900,900,1699296300,0,1,SEDENTARY,0,4
06/11/2023 19:00,SEDENTARY,0,0,0,900,900,1699297200,0,1,SEDENTARY,0,4
06/11/2023 19:15,WALKING,1,12,8.65,900,60,1699298100,0,1.8801957,ACTIVE,2,2
06/11/2023 19:15,GENERIC,1,0,0,900,0,1699298100,0,1,SEDENTARY,0,5
06/11/2023 19:15,SEDENTARY,0,0,0,900,840,1699298100,0,1,SEDENTARY,0,6
06/11/2023 19:30,SEDENTARY,0,0,0.03,900,900,1699299000,0,1,SEDENTARY,0,4
06/11/2023 19:45,WALKING,1,15,10.81,900,15,1699299900,0,4.5207825,ACTIVE,4,4
06/11/2023 19:45,SEDENTARY,0,0,0,900,885,1699299900,0,1,SEDENTARY,0,4
06/11/2023 20:00,SEDENTARY,0,0,0,900,900,1699300800,0,1,SEDENTARY,0,3
06/11/2023 20:15,SEDENTARY,0,0,0,900,900,1699301700,0,1,SEDENTARY,0,4
06/11/2023 20:30,WALKING,1,18,12.98,900,45,1699302600,0,2.1735942,ACTIVE,2,2
06/11/2023 20:30,GENERIC,2,0,0,900,0,1699302600,0,1,SEDENTARY,0,4
06/11/2023 20:30,SEDENTARY,0,0,0,900,855,1699302600,0,1,SEDENTARY,0,3
06/11/2023 20:45,WALKING,1,13,9.37,900,30,1699303500,0,2.7603912,ACTIVE,2,2
06/11/2023 20:45,GENERIC,2,0,0,900,0,1699303500,0,1,SEDENTARY,0,5
06/11/2023 20:45,SEDENTARY,0,0,0,900,870,1699303500,0,1,SEDENTARY,0,3
06/11/2023 21:00,SEDENTARY,0,0,0,900,900,1699304400,0,1,SEDENTARY,0,0
06/11/2023 21:15,SEDENTARY,0,0,0,900,900,1699305300,0,1,SEDENTARY,0,2
06/11/2023 21:30,SEDENTARY,0,0,0,900,900,1699306200,0,1,SEDENTARY,0,0
06/11/2023 21:45,WALKING,1,18,12.98,900,60,1699307100,0,1.8801957,ACTIVE,4,4
06/11/2023 21:45,SEDENTARY,0,0,0,900,840,1699307100,0,1,SEDENTARY,0,6
06/11/2023 22:00,SEDENTARY,0,0,0,900,900,1699308000,0,1,SEDENTARY,0,5
06/11/2023 22:15,SEDENTARY,0,0,0,900,900,1699308900,0,1,SEDENTARY,0,0
06/11/2023 22:30,SEDENTARY,0,0,0,900,900,1699309800,0,1,SEDENTARY,0,0
06/11/2023 22:45,SEDENTARY,0,0,0,900,900,1699310700,0,1,SEDENTARY,0,0
06/11/2023 23:00,SEDENTARY,0,0,0,900,900,1699311600,0,1,SEDENTARY,0,0
06/11/2023 23:15,SEDENTARY,0,0,0,900,900,1699312500,0,1,SEDENTARY,0,4
06/11/2023 23:30,SEDENTARY,0,0,0,900,900,1699313400,0,1,SEDENTARY,0,2
06/11/2023 23:45,SEDENTARY,0,0,0,900,900,1699314300,0,1,SEDENTARY,0,5
07/11/2023 00:00,SEDENTARY,0,0,0,900,900,1699315200,0,1,SEDENTARY,0,2
07/11/2023 00:15,SEDENTARY,0,0,0,900,900,1699316100,0,1,SEDENTARY,0,3
07/11/2023 00:30,SEDENTARY,0,0,0,900,900,1699317000,0,1,SEDENTARY,0,0
07/11/2023 00:45,SEDENTARY,0,0,0,900,900,1699317900,0,1,SEDENTARY,0,0
07/11/2023 01:00,SEDENTARY,0,0,0,900,900,1699318800,0,1,SEDENTARY,0,4
07/11/2023 01:15,SEDENTARY,0,0,0,900,900,1699319700,0,1,SEDENTARY,0,3
07/11/2023 01:30,SEDENTARY,0,0,0,900,900,1699320600,0,1,SEDENTARY,0,4
07/11/2023 01:45,SEDENTARY,0,0,0,900,900,1699321500,0,1,SEDENTARY,0,3
07/11/2023 02:00,SEDENTARY,0,0,0,900,900,1699322400,0,1,SEDENTARY,0,3
07/11/2023 02:15,SEDENTARY,0,0,0,900,900,1699323300,0,1,SEDENTARY,0,0
07/11/2023 02:30,SEDENTARY,0,0,0,900,900,1699324200,0,1,SEDENTARY,0,3
07/11/2023 02:45,SEDENTARY,0,0,0,900,900,1699325100,0,1,SEDENTARY,0,4
07/11/2023 03:00,SEDENTARY,0,0,0,900,900,1699326000,0,1,SEDENTARY,0,2
07/11/2023 03:15,SEDENTARY,0,0,0,900,900,1699326900,0,1,SEDENTARY,0,3
07/11/2023 03:30,SEDENTARY,0,0,0,900,900,1699327800,0,1,SEDENTARY,0,2
07/11/2023 03:45,SEDENTARY,0,0,0,900,900,1699328700,0,1,SEDENTARY,0,4
07/11/2023 04:00,SEDENTARY,0,0,0,900,900,1699329600,0,1,SEDENTARY,0,0
07/11/2023 04:15,SEDENTARY,0,0,0,900,900,1699330500,0,1,SEDENTARY,0,2
07/11/2023 04:30,SEDENTARY,0,0,0,900,900,1699331400,0,1,SEDENTARY,0,3
07/11/2023 04:45,SEDENTARY,0,0,0,900,900,1699332300,0,1,SEDENTARY,0,2
07/11/2023 05:00,SEDENTARY,0,0,0,900,900,1699333200,0,1,SEDENTARY,0,0
07/11/2023 05:15,SEDENTARY,0,0,0,900,900,1699334100,0,1,SEDENTARY,0,2
07/11/2023 05:30,SEDENTARY,0,0,0,900,900,1699335000,0,1,SEDENTARY,0,2
07/11/2023 05:45,SEDENTARY,0,0,0,900,900,1699335900,0,1,SEDENTARY,0,3
07/11/2023 06:00,SEDENTARY,0,0,0,900,900,1699336800,0,1,SEDENTARY,0,4
07/11/2023 06:15,SEDENTARY,0,0,0,900,900,1699337700,0,1,SEDENTARY,0,0
07/11/2023 06:30,SEDENTARY,0,0,0,900,900,1699338600,0,1,SEDENTARY,0,4
07/11/2023 06:45,SEDENTARY,0,0,0,900,900,1699339500,0,1,SEDENTARY,0,3
07/11/2023 07:00,SEDENTARY,0,0,0,900,900,1699340400,0,1,SEDENTARY,0,2
07/11/2023 07:15,SEDENTARY,0,0,0,900,900,1699341300,0,1,SEDENTARY,0,0
07/11/2023 07:30,SEDENTARY,0,0,0,900,900,1699342200,0,1,SEDENTARY,0,4
07/11/2023 07:45,SEDENTARY,0,0,0,900,900,1699343100,0,1,SEDENTARY,0,4
07/11/2023 08:00,WALKING,12,183,131.92,900,240,1699344000,0,3.6405869,ACTIVE,3.3,4
07/11/2023 08:00,SEDENTARY,0,0,0,900,660,1699344000,0,1,SEDENTARY,0,5
07/11/2023 08:15,SEDENTARY,0,0,0,900,900,1699344900,0,1,SEDENTARY,0,4
07/11/2023 08:30,WALKING,2,13,9.37,900,60,1699345800,0,2.7603912,ACTIVE,1,1
07/11/2023 08:30,SEDENTARY,0,0,0,900,840,1699345800,0,1,SEDENTARY,0,4
07/11/2023 08:45,WALKING,7,59,42.54,900,180,1699346700,0,3.0537896,ACTIVE,1.7,2
07/11/2023 08:45,GENERIC,6,0,0,900,0,1699346700,0,1,SEDENTARY,0,6
07/11/2023 08:45,SEDENTARY,0,0,0,900,720,1699346700,0,1,SEDENTARY,0,3
07/11/2023 09:00,WALKING,29,365,263.13,900,660,1699347600,0,3.3205159,ACTIVE,3,4
07/11/2023 09:00,GENERIC,9,0,0,900,0,1699347600,0,1,SEDENTARY,0,6
07/11/2023 09:15,WALKING,2,18,12.97,900,120,1699348500,0,1.8801957,ACTIVE,3,3
07/11/2023 09:15,GENERIC,10,0,0,900,0,1699348500,0,1,SEDENTARY,0,6
07/11/2023 09:15,SEDENTARY,0,0,0,900,780,1699348500,0,1,SEDENTARY,0,5
07/11/2023 09:30,SEDENTARY,0,0,0,900,900,1699349400,0,1,SEDENTARY,0,3
07/11/2023 09:45,SEDENTARY,0,0,0,900,900,1699350300,0,1,SEDENTARY,0,2
07/11/2023 10:00,SEDENTARY,0,0,0,900,900,1699351200,0,1,SEDENTARY,0,3
07/11/2023 10:15,SEDENTARY,0,0,0,900,900,1699352100,0,1,SEDENTARY,0,3
07/11/2023 10:30,SEDENTARY,0,0,0,900,900,1699353000,0,1,SEDENTARY,0,3
07/11/2023 10:45,SEDENTARY,0,0,0,900,900,1699353900,0,1,SEDENTARY,0,3
07/11/2023 11:00,SEDENTARY,0,0,0,900,900,1699354800,0,1,SEDENTARY,0,3
07/11/2023 11:15,SEDENTARY,0,0,0,900,900,1699355700,0,1,SEDENTARY,0,3
07/11/2023 11:30,WALKING,0,17,12.26,900,15,1699356600,0,1,ACTIVE,2,2
07/11/2023 11:30,SEDENTARY,1,0,0,900,885,1699356600,0,1.0596743,SEDENTARY,0,6
07/11/2023 11:45,SEDENTARY,0,0,0,900,900,1699357500,0,1,SEDENTARY,0,3
07/11/2023 12:00,SEDENTARY,0,0,0,900,900,1699358400,0,1,SEDENTARY,0,3
07/11/2023 12:15,WALKING,1,20,14.42,900,30,1699359300,0,2.7603912,ACTIVE,1,1
07/11/2023 12:15,GENERIC,6,0,0,900,0,1699359300,0,1,SEDENTARY,0,5
07/11/2023 12:15,SEDENTARY,4,0,0,900,870,1699359300,0,1.2428125,SEDENTARY,0,4
07/11/2023 12:30,WALKING,10,123,88.67,900,180,1699360200,0,3.9339852,ACTIVE,2,4
07/11/2023 12:30,GENERIC,2,0,0,900,0,1699360200,0,1,SEDENTARY,0,5
07/11/2023 12:30,SEDENTARY,5,0,0,900,720,1699360200,0,1.3667482,SEDENTARY,0,5
07/11/2023 12:45,WALKING,9,132,95.16,900,285,1699361100,0,2.6677392,ACTIVE,2,2
07/11/2023 12:45,GENERIC,5,0,0,900,0,1699361100,0,1,SEDENTARY,0,6
07/11/2023 12:45,SEDENTARY,1,0,0,900,615,1699361100,0,1.0858728,SEDENTARY,0,6
07/11/2023 13:00,WALKING,3,43,30.99,900,120,1699362000,0,2.3202934,ACTIVE,1,1
07/11/2023 13:00,SEDENTARY,1,0,0,900,780,1699362000,0,1.0677073,SEDENTARY,0,2
07/11/2023 13:15,WALKING,16,130,93.72,900,285,1699362900,0,3.9648695,ACTIVE,1,1
07/11/2023 13:15,SEDENTARY,0,0,0,900,615,1699362900,0,1,SEDENTARY,0,3
07/11/2023 13:30,WALKING,14,299,215.55,900,390,1699363800,0,2.8958058,ACTIVE,1.1,2
07/11/2023 13:30,GENERIC,4,0,0,900,0,1699363800,0,1,SEDENTARY,0,5
07/11/2023 13:30,SEDENTARY,0,0,0,900,510,1699363800,0,1,SEDENTARY,0,3
07/11/2023 13:45,WALKING,14,199,143.46,900,360,1699364700,0,3.0537896,ACTIVE,1,1
07/11/2023 13:45,GENERIC,7,0,0,900,0,1699364700,0,1,SEDENTARY,0,5
07/11/2023 13:45,SEDENTARY,0,0,0,900,540,1699364700,0,1,SEDENTARY,0,5
07/11/2023 14:00,WALKING,3,52,37.49,900,105,1699365600,0,2.5089068,ACTIVE,1.1,2
07/11/2023 14:00,SEDENTARY,0,0,0,900,795,1699365600,0,1,SEDENTARY,0,5
07/11/2023 14:15,WALKING,3,208,149.94,900,160,1699366500,0,1.9902201,ACTIVE,2,3
07/11/2023 14:15,SEDENTARY,0,0,0,900,740,1699366500,0,1,SEDENTARY,0,5
07/11/2023 14:30,WALKING,12,203,146.35,900,420,1699367400,0,2.5089068,ACTIVE,2,2
07/11/2023 14:30,GENERIC,2,0,0,900,0,1699367400,0,1,SEDENTARY,0,5
07/11/2023 14:30,SEDENTARY,0,0,0,900,480,1699367400,0,1,SEDENTARY,0,5
07/11/2023 14:45,WALKING,2,27,19.46,900,120,1699368300,0,1.8801957,ACTIVE,3,3
07/11/2023 14:45,SEDENTARY,0,0,0,900,780,1699368300,0,1,SEDENTARY,0,5
07/11/2023 15:00,SEDENTARY,0,0,0,900,900,1699369200,0,1,SEDENTARY,0,3
07/11/2023 15:15,SEDENTARY,0,0,0,900,900,1699370100,0,1,SEDENTARY,0,2
07/11/2023 15:30,SEDENTARY,0,0,0,900,900,1699371000,0,1,SEDENTARY,0,3
07/11/2023 15:45,SEDENTARY,0,0,0,900,900,1699371900,0,1,SEDENTARY,0,2
07/11/2023 16:00,SEDENTARY,0,0,0,900,900,1699372800,0,1,SEDENTARY,0,3
07/11/2023 16:15,WALKING,4,41,29.56,900,105,1699373700,0,3.0118756,ACTIVE,1,1
07/11/2023 16:15,SEDENTARY,0,0,0,900,795,1699373700,0,1,SEDENTARY,0,4
07/11/2023 16:30,SEDENTARY,0,0,0,900,900,1699374600,0,1,SEDENTARY,0,3
07/11/2023 16:45,SEDENTARY,0,0,0,900,900,1699375500,0,1,SEDENTARY,0,3
07/11/2023 17:00,SEDENTARY,0,0,0,900,900,1699376400,0,1,SEDENTARY,0,3
07/11/2023 17:15,SEDENTARY,0,0,0,900,900,1699377300,0,1,SEDENTARY,0,2
07/11/2023 17:30,WALKING,3,131,94.43,900,180,1699378200,0,1.8801956,ACTIVE,2.3,3
07/11/2023 17:30,SEDENTARY,0,0,0,900,720,1699378200,0,1,SEDENTARY,0,5
07/11/2023 17:45,WALKING,39,1359,979.71,900,900,1699379100,0,3.2885084,ACTIVE,2,2
07/11/2023 18:00,WALKING,27,1028,741.08,900,840,1699380000,0,2.69752,ACTIVE,2,2
07/11/2023 18:00,SEDENTARY,0,0,0,900,60,1699380000,0,1,SEDENTARY,0,6
07/11/2023 18:15,WALKING,1,83,59.84,900,180,1699380900,0,1.2933985,ACTIVE,2.7,4
07/11/2023 18:15,SEDENTARY,0,0,0,900,720,1699380900,0,1,SEDENTARY,0,5
07/11/2023 18:30,WALKING,4,55,39.65,900,180,1699381800,0,2.1735942,ACTIVE,1.3,2
07/11/2023 18:30,SEDENTARY,0,0,0,900,720,1699381800,0,1,SEDENTARY,0,5
07/11/2023 18:45,WALKING,5,50,36.04,900,180,1699382700,0,2.4669926,ACTIVE,2.3,4
07/11/2023 18:45,SEDENTARY,0,0,0,900,720,1699382700,0,1,SEDENTARY,0,5
07/11/2023 19:00,WALKING,2,36,25.95,900,120,1699383600,0,1.8801957,ACTIVE,3,4
07/11/2023 19:00,GENERIC,4,0,0,900,0,1699383600,0,1,SEDENTARY,0,5
07/11/2023 19:00,SEDENTARY,0,0,0,900,780,1699383600,0,1,SEDENTARY,0,5
07/11/2023 19:15,WALKING,2,47,33.89,900,75,1699384500,0,2.408313,ACTIVE,2,2
07/11/2023 19:15,SEDENTARY,0,0,0,900,825,1699384500,0,1,SEDENTARY,0,5
07/11/2023 19:30,SEDENTARY,0,0,0,900,900,1699385400,0,1,SEDENTARY,0,4
07/11/2023 19:45,SEDENTARY,0,0,0,900,900,1699386300,0,1,SEDENTARY,0,3
07/11/2023 20:00,SEDENTARY,0,0,0.01,900,900,1699387200,0,1,SEDENTARY,0,3
07/11/2023 20:15,SEDENTARY,0,0,0,900,900,1699388100,0,1,SEDENTARY,0,4
07/11/2023 20:30,WALKING,1,13,9.37,900,30,1699389000,0,2.7603912,ACTIVE,1,1
07/11/2023 20:30,GENERIC,3,0,0,900,0,1699389000,0,1,SEDENTARY,0,5
07/11/2023 20:30,SEDENTARY,0,0,0,900,870,1699389000,0,1,SEDENTARY,0,4
07/11/2023 20:45,WALKING,0,9,6.49,900,15,1699389900,0,1,ACTIVE,2,2
07/11/2023 20:45,SEDENTARY,0,0,0,900,885,1699389900,0,1,SEDENTARY,0,4
07/11/2023 21:00,SEDENTARY,0,0,0,900,900,1699390800,0,1,SEDENTARY,0,0
07/11/2023 21:15,SEDENTARY,0,0,0,900,900,1699391700,0,1,SEDENTARY,0,0
07/11/2023 21:30,SEDENTARY,0,0,0,900,900,1699392600,0,1,SEDENTARY,0,0
07/11/2023 21:45,SEDENTARY,0,0,0,900,900,1699393500,0,1,SEDENTARY,0,0
07/11/2023 22:00,SEDENTARY,0,0,0,900,900,1699394400,0,1,SEDENTARY,0,5
07/11/2023 22:15,SEDENTARY,0,0,0,900,900,1699395300,0,1,SEDENTARY,0,1
07/11/2023 22:30,WALKING,4,10,7.21,900,120,1699396200,0,2.7603912,ACTIVE,0,0
07/11/2023 22:30,SEDENTARY,0,0,0,900,780,1699396200,0,1,SEDENTARY,0,4
07/11/2023 22:45,SEDENTARY,0,0,0,900,900,1699397100,0,1,SEDENTARY,0,2
07/11/2023 23:00,SEDENTARY,0,0,0,900,900,1699398000,0,1,SEDENTARY,0,1
07/11/2023 23:15,WALKING,1,11,7.93,900,60,1699398900,0,1.8801957,ACTIVE,0,0
07/11/2023 23:15,SEDENTARY,0,0,0,900,840,1699398900,0,1,SEDENTARY,0,4
07/11/2023 23:30,SEDENTARY,0,0,0,900,900,1699399800,0,1,SEDENTARY,0,1
07/11/2023 23:45,SEDENTARY,0,0,0,900,900,1699400700,0,1,SEDENTARY,0,3
08/11/2023 00:00,SEDENTARY,0,0,0,900,660,1699401600,0,1,SEDENTARY,0,0
08/11/2023 00:15,SEDENTARY,0,0,0,900,900,1699402500,0,1,SEDENTARY,0,0
08/11/2023 00:30,SEDENTARY,0,0,0,900,900,1699403400,0,1,SEDENTARY,0,0
08/11/2023 00:45,SEDENTARY,0,0,0,900,900,1699404300,0,1,SEDENTARY,0,3
08/11/2023 01:00,SEDENTARY,0,0,0,900,900,1699405200,0,1,SEDENTARY,0,1
08/11/2023 01:15,SEDENTARY,0,0,0,900,900,1699406100,0,1,SEDENTARY,0,3
08/11/2023 01:30,SEDENTARY,0,0,0,900,900,1699407000,0,1,SEDENTARY,0,3
08/11/2023 01:45,SEDENTARY,0,0,0,900,900,1699407900,0,1,SEDENTARY,0,0
08/11/2023 02:00,SEDENTARY,0,0,0,900,900,1699408800,0,1,SEDENTARY,0,0
08/11/2023 02:15,SEDENTARY,0,0,0,900,900,1699409700,0,1,SEDENTARY,0,4
08/11/2023 02:30,SEDENTARY,0,0,0,900,900,1699410600,0,1,SEDENTARY,0,2
08/11/2023 02:45,SEDENTARY,0,0,0,900,900,1699411500,0,1,SEDENTARY,0,4
08/11/2023 03:00,SEDENTARY,0,0,0,900,900,1699412400,0,1,SEDENTARY,0,5
08/11/2023 03:15,SEDENTARY,0,0,0,900,900,1699413300,0,1,SEDENTARY,0,5
08/11/2023 03:30,SEDENTARY,0,0,0,900,900,1699414200,0,1,SEDENTARY,0,4
08/11/2023 03:45,SEDENTARY,0,0,0,900,900,1699415100,0,1,SEDENTARY,0,2
08/11/2023 04:00,SEDENTARY,0,0,0,900,900,1699416000,0,1,SEDENTARY,0,4
08/11/2023 04:15,SEDENTARY,0,0,0,900,900,1699416900,0,1,SEDENTARY,0,2
08/11/2023 04:30,SEDENTARY,0,0,0,900,900,1699417800,0,1,SEDENTARY,0,4
08/11/2023 04:45,SEDENTARY,0,0,0,900,900,1699418700,0,1,SEDENTARY,0,0
